Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
man,19-24,student,others,2-3 flights,economy,direct flight only,corporate booking portal,"['free food', 'brand reputation', 'in flight service quality']",other;,very sensitive,no,"['free flights', 'free seat upgrades', 'priority check-in/boarding']",early morning,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,first class,direct flight only,corporate booking portal,"['in flight service quality', 'free food']",other;,very sensitive,no,['free lounge access'],evening,extra legroom,['others'],0,0,0,1,0,0,0,0,0,0,1,1
woman,60+,others,others,7-10 flights,first class,direct flight only,other,['brand reputation'],indigo;,not sensitive,yes,"['free flights', 'free seat upgrades', 'free lounge access']",no preference,seat comfort,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,4-6 flights,first class,no preference,airline website/app,['free food'],other;,very sensitive,no,"['cashback or discount', 'free flights', 'free seat upgrades']",early morning,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,others,1 flight,economy,prefer layover for rest/personal reasons,travel agent,"['safety rating', 'ticket price']",vistara;,not sensitive,yes,"['free flights', 'free seat upgrades']",no preference,seat comfort,['others'],0,1,0,0,1,0,0,0,1,0,0,1
woman,25-34,business owner,others,2-3 flights,premium economy,no preference,other,"['ticket price', 'punctuality']",vistara;,very sensitive,no,['free lounge access'],evening,extra baggage facility,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,25-34,business owner,business,4-6 flights,first class,direct flight only,airline website/app,"['brand reputation', 'safety rating', 'ticket price']",spicejet;,very sensitive,no,"['free seat upgrades', 'priority check-in/boarding']",late night,extra legroom,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,others,family visit,7-10 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['safety rating'],indigo;,not sensitive,yes,"['free lounge access', 'cashback or discount', 'free flights']",afternoon,cabin crew behavior,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
woman,45-60,student,others,0 flight,premium economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['safety rating'],spicejet;,not sensitive,yes,"['free lounge access', 'free seat upgrades']",evening,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,35-44,working professional,business,7-10 flights,first class,direct flight only,corporate booking portal,"['punctuality', 'safety rating']",vistara;,very sensitive,no,"['cashback or discount', 'free lounge access', 'free seat upgrades']",late night,extra baggage facility,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,35-44,working professional,others,4-6 flights,economy,prefer layover for rest/personal reasons,other,"['in flight service quality', 'free food', 'brand reputation']",spicejet;,very sensitive,yes,['free seat upgrades'],evening,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,45-60,working professional,others,more than 10 flight,premium economy,direct flight only,travel agent,"['free food', 'ticket price']",vistara;,not sensitive,yes,"['free seat upgrades', 'priority check-in/boarding']",late night,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
woman,25-34,working professional,family visit,4-6 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)","['punctuality', 'brand reputation', 'safety rating']",indigo;,very sensitive,no,"['free flights', 'priority check-in/boarding', 'free lounge access']",late night,seat comfort,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,60+,others,others,0 flight,premium economy,direct flight only,other,"['safety rating', 'ticket price']",other;,very sensitive,no,['free flights'],afternoon,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,family visit,1 flight,premium economy,direct flight only,travel agent,"['free food', 'in flight service quality']",indigo;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",afternoon,in-flight entertainment,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,19-24,student,others,0 flight,economy,prefer layover for rest/personal reasons,other,"['punctuality', 'in flight service quality']",spicejet;,somewhat sensitive,yes,['free flights'],late night,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,45-60,government employee,others,4-6 flights,first class,no preference,travel agent,['in flight service quality'],indigo;,very sensitive,yes,['free lounge access'],early morning,seat comfort,['others'],0,0,1,0,0,0,1,0,0,0,0,1
man,35-44,business owner,business,4-6 flights,business,direct flight only,other,"['loyalty programs', 'free food', 'punctuality']",vistara;,not sensitive,yes,['free lounge access'],early morning,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,19-24,student,family visit;leisure/vacation,2-3 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'in flight service quality', 'free food']",indigo,very sensitive,no,"['free lounge access', 'cashback or discount', 'free seat upgrades']",no preference,"['seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)', 'in-flight entertainment']","['family_visit', 'leisure']",0,1,1,0,0,0,1,0,0,0,0,1
man,35-44,business owner,family visit,2-3 flights,premium economy,prefer 1-stop if cheaper,other,['safety rating'],other;,very sensitive,no,['priority check-in/boarding'],no preference,in-flight entertainment,['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
man,35-44,working professional,others,2-3 flights,first class,direct flight only,other,"['ticket price', 'free food', 'brand reputation']",spicejet;,very sensitive,no,['cashback or discount'],no preference,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,25-34,working professional,business,4-6 flights,premium economy,no preference,"third party website (e.g makemytrip, goibibo)",['punctuality'],vistara;,not sensitive,yes,['free flights'],late night,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,60+,others,others,1 flight,premium economy,prefer 1-stop if cheaper,travel agent,['in flight service quality'],spicejet;,very sensitive,no,"['free flights', 'free seat upgrades']",evening,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,25-34,working professional,others,2-3 flights,economy,no preference,corporate booking portal,"['ticket price', 'brand reputation']",other;,very sensitive,no,"['cashback or discount', 'free lounge access', 'priority check-in/boarding']",evening,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
woman,60+,others,family visit,1 flight,premium economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['safety rating', 'ticket price']",vistara;,very sensitive,no,"['free flights', 'cashback or discount']",late night,cabin crew behavior,['family_visit'],0,0,1,0,0,0,0,0,1,0,0,1
woman,45-60,working professional,others,0 flight,premium economy,prefer 1-stop if cheaper,other,"['safety rating', 'loyalty programs']",vistara;,very sensitive,no,"['free flights', 'priority check-in/boarding', 'cashback or discount']",afternoon,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,working professional,others,more than 10 flight,economy,prefer layover for rest/personal reasons,travel agent,['ticket price'],vistara;,not sensitive,yes,"['free seat upgrades', 'free flights']",early morning,cabin crew behavior,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,35-44,working professional,business,4-6 flights,premium economy,prefer 1-stop if cheaper,travel agent,"['punctuality', 'ticket price']",spicejet;,very sensitive,yes,"['priority check-in/boarding', 'cashback or discount', 'free lounge access']",late night,extra baggage facility,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,education;family visit;business;leisure/vacation,0 flight,economy,no preference,airline website/app,"['ticket price', 'loyalty programs', 'seat comfort']",other,somewhat sensitive,no,"['free flights', 'cashback or discount', 'free seat upgrades']",evening,"['extra legroom', 'seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)']","['education', 'family_visit', 'business', 'leisure']",1,1,1,1,0,0,0,1,0,0,0,1
man,19-24,student,others,4-6 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['punctuality', 'ticket price', 'in flight service quality']",spicejet;,very sensitive,no,"['free lounge access', 'cashback or discount', 'priority check-in/boarding']",early morning,extra baggage facility,['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,25-34,working professional,others,4-6 flights,economy,prefer 1-stop if cheaper,airline website/app,['ticket price'],indigo;,somewhat sensitive,yes,['priority check-in/boarding'],late night,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,others,1 flight,premium economy,no preference,travel agent,['free food'],other;,very sensitive,no,"['free flights', 'free seat upgrades']",afternoon,in-flight entertainment,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,45-60,working professional,others,2-3 flights,economy,no preference,travel agent,['brand reputation'],indigo;,not sensitive,yes,"['free flights', 'free lounge access']",late night,cabin crew behavior,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,premium economy,no preference,corporate booking portal,['brand reputation'],other;,not sensitive,yes,"['free lounge access', 'free flights', 'priority check-in/boarding']",late night,seat comfort,['others'],0,1,0,0,0,0,0,0,0,1,0,1
woman,35-44,working professional,business,1 flight,economy,prefer layover for rest/personal reasons,other,['ticket price'],other;,very sensitive,no,"['priority check-in/boarding', 'free lounge access']",early morning,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,others,2-3 flights,economy,direct flight only,corporate booking portal,['free food'],indigo;,very sensitive,no,"['cashback or discount', 'free lounge access', 'priority check-in/boarding']",early morning,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,1 flight,premium economy,no preference,"third party website (e.g makemytrip, goibibo)","['ticket price', 'loyalty programs']",air india;,not sensitive,yes,"['free flights', 'cashback or discount', 'free seat upgrades']",afternoon,seat comfort,['others'],0,1,0,0,0,0,0,0,0,1,0,1
woman,35-44,working professional,business,7-10 flights,premium economy,prefer layover for rest/personal reasons,travel agent,"['in flight service quality', 'brand reputation']",other;,very sensitive,no,"['free lounge access', 'cashback or discount', 'free seat upgrades']",afternoon,extra baggage facility,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,4-6 flights,premium economy,prefer 1-stop if cheaper,other,"['safety rating', 'in flight service quality', 'brand reputation']",indigo;,not sensitive,yes,['free lounge access'],evening,extra legroom,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,45-60,government employee,others,1 flight,economy,prefer 1-stop if cheaper,airline website/app,"['in flight service quality', 'ticket price', 'safety rating']",spicejet;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",evening,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,35-44,working professional,others,2-3 flights,premium economy,no preference,corporate booking portal,"['free food', 'loyalty programs', 'punctuality']",indigo;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",early morning,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,4-6 flights,business,no preference,corporate booking portal,"['brand reputation', 'ticket price']",spicejet;,very sensitive,no,"['cashback or discount', 'free lounge access']",afternoon,in-flight entertainment,['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,25-34,business owner,others,4-6 flights,premium economy,direct flight only,travel agent,"['safety rating', 'ticket price', 'punctuality']",other;,very sensitive,no,['free lounge access'],afternoon,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,7-10 flights,first class,direct flight only,"third party website (e.g makemytrip, goibibo)",['safety rating'],air india;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",evening,extra baggage facility,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,35-44,working professional,family visit,2-3 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'brand reputation', 'punctuality']",indigo;,very sensitive,no,['free flights'],late night,cabin crew behavior,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,60+,student,others,7-10 flights,first class,no preference,other,"['brand reputation', 'free food', 'safety rating']",spicejet;,not sensitive,yes,['free flights'],early morning,seat comfort,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,19-24,student,others,4-6 flights,first class,no preference,airline website/app,['brand reputation'],spicejet;,very sensitive,no,['free lounge access'],afternoon,extra baggage facility,['others'],0,0,1,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,1 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,['brand reputation'],air india;,very sensitive,no,"['cashback or discount', 'free flights', 'free lounge access']",early morning,extra legroom,['others'],0,0,1,0,0,0,0,0,0,1,0,1
woman,45-60,government employee,business,2-3 flights,premium economy,prefer 1-stop if cheaper,other,"['punctuality', 'ticket price']",spicejet;,very sensitive,no,['priority check-in/boarding'],early morning,seat comfort,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,business,4-6 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,['in flight service quality'],other;,very sensitive,no,"['free lounge access', 'cashback or discount']",early morning,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,leisure/vacation,4-6 flights,economy,direct flight only,airline website/app,"['punctuality', 'seat comfort', 'ticket price']",other,somewhat sensitive,no,"['free seat upgrades', 'extra baggage', 'priority check-in/boarding']",late night,['seat comfort'],['leisure'],0,1,0,0,0,0,0,0,1,0,0,1
woman,25-34,working professional,others,2-3 flights,economy,no preference,travel agent,"['free food', 'ticket price']",spicejet;,very sensitive,no,['priority check-in/boarding'],no preference,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,60+,others,others,4-6 flights,first class,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['free food'],other;,very sensitive,no,['free flights'],evening,cabin crew behavior,['others'],0,0,0,0,0,1,0,0,0,1,0,1
man,19-24,student,others,7-10 flights,business,prefer layover for rest/personal reasons,corporate booking portal,['ticket price'],other;,very sensitive,yes,['cashback or discount'],no preference,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,1,0,0,1
woman,60+,others,others,0 flight,premium economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['brand reputation', 'ticket price']",other;,very sensitive,no,['free seat upgrades'],late night,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,45-60,working professional,others,4-6 flights,first class,direct flight only,corporate booking portal,"['ticket price', 'in flight service quality']",spicejet;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",evening,extra legroom,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,45-60,student,others,0 flight,economy,direct flight only,other,"['brand reputation', 'free food']",other;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",late night,extra baggage facility,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,25-34,student,others,4-6 flights,first class,direct flight only,airline website/app,"['free food', 'in flight service quality', 'punctuality']",other;,very sensitive,no,['priority check-in/boarding'],afternoon,seat comfort,['others'],0,0,0,1,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,2-3 flights,economy,prefer 1-stop if cheaper,other,"['brand reputation', 'in flight service quality']",other;,not sensitive,yes,['free flights'],early morning,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,25-34,working professional,others,2-3 flights,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['ticket price', 'safety rating']",air india;,very sensitive,no,"['cashback or discount', 'free flights']",late night,cabin crew behavior,['others'],0,1,0,0,0,0,0,0,0,1,0,1
woman,25-34,working professional,business,7-10 flights,economy,prefer 1-stop if cheaper,travel agent,['punctuality'],other;,very sensitive,no,"['free seat upgrades', 'free flights', 'priority check-in/boarding']",no preference,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,45-60,working professional,others,4-6 flights,first class,prefer layover for rest/personal reasons,other,['free food'],indigo;,not sensitive,yes,"['cashback or discount', 'free flights', 'free seat upgrades']",late night,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,4-6 flights,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['loyalty programs'],spicejet;,not sensitive,yes,"['free lounge access', 'priority check-in/boarding']",evening,extra baggage facility,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,25-34,working professional,business,4-6 flights,first class,direct flight only,"third party website (e.g makemytrip, goibibo)",['free food'],spicejet;,very sensitive,no,"['priority check-in/boarding', 'free flights', 'free lounge access']",no preference,extra legroom,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,19-24,student,others,4-6 flights,first class,prefer 1-stop if cheaper,airline website/app,['in flight service quality'],indigo;,very sensitive,no,['free seat upgrades'],evening,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,35-44,working professional,others,1 flight,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['free food'],other;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",no preference,extra baggage facility,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,25-34,business owner,business,7-10 flights,business,no preference,other,"['in flight service quality', 'safety rating', 'punctuality']",vistara;,not sensitive,yes,"['free lounge access', 'free flights', 'priority check-in/boarding']",evening,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,25-34,student,others,1 flight,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['ticket price', 'brand reputation', 'punctuality']",other;,not sensitive,yes,"['free flights', 'priority check-in/boarding', 'free lounge access']",afternoon,cabin crew behavior,['others'],0,0,1,0,0,0,1,0,0,0,0,1
man,25-34,working professional,business,4-6 flights,first class,prefer 1-stop if cheaper,corporate booking portal,"['punctuality', 'in flight service quality', 'ticket price']",other;,very sensitive,no,"['cashback or discount', 'free seat upgrades']",late night,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,19-24,student,education,1 flight,economy,prefer 1-stop if cheaper,airline website/app,"['ticket price', 'punctuality', 'seat comfort']",indigo,very sensitive,no,"['cashback or discount', 'priority check-in/boarding', 'extra baggage']",early morning,"['extra baggage facility', 'amenities(e.g charging ports, eye-mask, blankets)', 'extra legroom']",['education'],0,0,0,1,0,0,1,0,0,0,0,1
man,19-24,student,leisure/vacation;business;education;family visit;,1 flight,economy,direct flight only,airline website/app,"['ticket price', 'punctuality', 'in flight service quality']",indigo;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'free lounge access']",early morning,"['extra legroom', 'cabin crew behavior', 'amenities(e.g charging ports, eye-mask, blankets)']","['leisure', 'business', 'education', 'family_visit']",1,1,1,1,0,0,1,0,0,0,0,1
man,35-44,working professional,family visit,4-6 flights,economy,direct flight only,other,"['in flight service quality', 'safety rating', 'brand reputation']",indigo;,not sensitive,yes,['free seat upgrades'],evening,extra legroom,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,business,4-6 flights,premium economy,direct flight only,airline website/app,"['ticket price', 'free food']",other;,not sensitive,yes,"['free flights', 'free lounge access']",afternoon,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
woman,35-44,working professional,business,7-10 flights,first class,no preference,"third party website (e.g makemytrip, goibibo)",['safety rating'],vistara;,not sensitive,yes,"['priority check-in/boarding', 'free lounge access']",afternoon,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,leisure/vacation,0 flight,economy,no preference,"third party website (e.g makemytrip, goibibo)","['ticket price', 'in flight service quality', 'seat comfort']",indigo,somewhat sensitive,no,"['free seat upgrades', 'free lounge access', 'extra baggage']",no preference,"['extra baggage facility', 'seat comfort', 'cabin crew behavior']",['leisure'],0,1,0,0,0,0,1,0,0,0,0,1
man,45-60,working professional,others,more than 10 flight,economy,prefer layover for rest/personal reasons,corporate booking portal,"['safety rating', 'in flight service quality']",vistara;,not sensitive,yes,['cashback or discount'],early morning,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,25-34,business owner,business,7-10 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'brand reputation']",other;,very sensitive,no,['priority check-in/boarding'],afternoon,extra legroom,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,business owner,others,4-6 flights,economy,prefer 1-stop if cheaper,airline website/app,"['loyalty programs', 'punctuality', 'free food']",other;,not sensitive,yes,['priority check-in/boarding'],no preference,seat comfort,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,others,7-10 flights,first class,prefer 1-stop if cheaper,corporate booking portal,"['loyalty programs', 'in flight service quality']",indigo;,very sensitive,no,['free flights'],afternoon,cabin crew behavior,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,4-6 flights,business,prefer 1-stop if cheaper,corporate booking portal,"['punctuality', 'ticket price']",spicejet;,not sensitive,yes,['priority check-in/boarding'],evening,seat comfort,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,35-44,student,others,more than 10 flight,economy,prefer layover for rest/personal reasons,travel agent,['safety rating'],indigo;,not sensitive,yes,['free flights'],afternoon,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,2-3 flights,premium economy,prefer 1-stop if cheaper,corporate booking portal,['brand reputation'],vistara;,very sensitive,no,"['free flights', 'priority check-in/boarding']",no preference,extra baggage facility,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,working professional,others,7-10 flights,first class,prefer 1-stop if cheaper,other,['brand reputation'],spicejet;,very sensitive,no,['free seat upgrades'],no preference,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,business owner,business,4-6 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['loyalty programs', 'in flight service quality']",vistara;,not sensitive,yes,"['free lounge access', 'cashback or discount', 'priority check-in/boarding']",no preference,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,19-24,student,others,4-6 flights,business,prefer layover for rest/personal reasons,other,['ticket price'],indigo;,very sensitive,no,['cashback or discount'],late night,seat comfort,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,60+,student,others,4-6 flights,first class,prefer layover for rest/personal reasons,other,"['loyalty programs', 'in flight service quality']",other;,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",afternoon,"amenities(e.g charging ports, eye-mask, blankets)",['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,2-3 flights,premium economy,no preference,corporate booking portal,"['in flight service quality', 'brand reputation']",other;,very sensitive,no,"['free seat upgrades', 'free lounge access']",evening,seat comfort,['business'],1,0,0,0,0,0,0,0,0,1,0,1
man,35-44,working professional,business,1 flight,economy,prefer layover for rest/personal reasons,corporate booking portal,['brand reputation'],other;,very sensitive,no,"['free flights', 'free seat upgrades', 'cashback or discount']",evening,extra baggage facility,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,60+,others,others,4-6 flights,first class,no preference,corporate booking portal,"['in flight service quality', 'safety rating']",indigo;,very sensitive,no,['free lounge access'],afternoon,extra baggage facility,['others'],0,0,0,0,0,1,1,0,0,0,0,1
woman,60+,others,others,0 flight,premium economy,no preference,travel agent,['loyalty programs'],spicejet;,very sensitive,no,"['free flights', 'free lounge access', 'cashback or discount']",no preference,extra baggage facility,['others'],0,1,0,0,1,0,0,1,0,0,0,1
woman,35-44,working professional,business,1 flight,economy,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['safety rating'],other;,very sensitive,no,"['free flights', 'free seat upgrades']",evening,in-flight entertainment,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,25-34,working professional,others,2-3 flights,first class,prefer layover for rest/personal reasons,airline website/app,"['punctuality', 'safety rating']",spicejet;,very sensitive,no,"['free flights', 'priority check-in/boarding', 'free lounge access']",evening,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
man,35-44,student,others,1 flight,premium economy,prefer 1-stop if cheaper,other,"['safety rating', 'loyalty programs', 'free food']",spicejet;,not sensitive,yes,['free flights'],afternoon,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,35-44,business owner,others,7-10 flights,business,no preference,other,['in flight service quality'],vistara;,not sensitive,yes,"['free seat upgrades', 'priority check-in/boarding']",late night,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,25-34,business owner,others,4-6 flights,premium economy,no preference,corporate booking portal,['brand reputation'],vistara;,not sensitive,yes,['free flights'],late night,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,government employee,others,4-6 flights,business,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['free food', 'in flight service quality']",indigo;,very sensitive,no,"['cashback or discount', 'free lounge access']",late night,extra legroom,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,19-24,student,others,2-3 flights,premium economy,prefer 1-stop if cheaper,airline website/app,"['safety rating', 'punctuality', 'in flight service quality']",other;,very sensitive,no,['free seat upgrades'],late night,extra baggage facility,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,25-34,business owner,business,4-6 flights,first class,no preference,corporate booking portal,"['free food', 'ticket price']",other;,very sensitive,no,"['free seat upgrades', 'free lounge access']",early morning,extra legroom,['business'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,working professional,others,2-3 flights,economy,prefer layover for rest/personal reasons,airline website/app,['ticket price'],vistara;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",late night,seat comfort,['others'],0,0,0,0,0,1,0,0,1,0,0,1
man,25-34,working professional,others,2-3 flights,economy,no preference,"third party website (e.g makemytrip, goibibo)",['free food'],other;,very sensitive,no,['free lounge access'],afternoon,extra baggage facility,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,family visit,7-10 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['free food', 'loyalty programs', 'safety rating']",indigo;,not sensitive,yes,"['priority check-in/boarding', 'cashback or discount', 'free seat upgrades']",no preference,seat comfort,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
woman,19-24,student,others,4-6 flights,first class,direct flight only,other,"['punctuality', 'safety rating']",other;,very sensitive,no,"['free flights', 'priority check-in/boarding']",no preference,in-flight entertainment,['others'],0,0,0,1,0,0,1,0,0,0,0,1
man,35-44,business owner,business,4-6 flights,economy,prefer layover for rest/personal reasons,travel agent,['brand reputation'],indigo;,not sensitive,yes,"['free lounge access', 'free flights']",late night,extra legroom,['business'],1,0,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,first class,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)",['safety rating'],spicejet;,not sensitive,yes,"['free flights', 'priority check-in/boarding']",early morning,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,35-44,working professional,others,7-10 flights,first class,direct flight only,travel agent,['safety rating'],vistara;,somewhat sensitive,yes,['cashback or discount'],afternoon,seat comfort,['others'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,others,4-6 flights,first class,no preference,corporate booking portal,"['punctuality', 'brand reputation']",indigo;,very sensitive,no,"['free flights', 'free lounge access', 'cashback or discount']",evening,cabin crew behavior,['others'],0,0,1,0,0,0,1,0,0,0,0,1
woman,19-24,government employee,others,7-10 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['safety rating', 'loyalty programs', 'in flight service quality']",other;,very sensitive,no,['free flights'],afternoon,cabin crew behavior,['others'],0,0,1,0,0,0,0,1,0,0,0,1
